Rk,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,"VORP
▼",Awards
379,Taurean Prince,31,MIL,SF,8,0,169,7.7,0.623,0.737,0.079,0,8.7,4.4,6.1,1.7,1.1,11.3,11.5,0.1,0.1,0.2,0.049,-3.2,-0.3,-3.6,-0.1,
380,Hunter Tyson,25,DEN,PF,8,0,28,0.7,0.101,0.556,0.222,4.3,41.8,24.2,11.4,1.7,0,0,15,-0.1,0,-0.1,-0.116,-9.8,-1.9,-11.7,-0.1,
381,Brice Sensabaugh,22,UTA,SF,21,0,338,12.9,0.555,0.63,0.214,4.5,13.1,8.7,11.3,2.1,1.1,10.1,22.7,0.1,0.1,0.3,0.041,-1.1,-1.7,-2.8,-0.1,
382,Drake Powell,20,BRK,SG,15,0,287,10.7,0.621,0.423,0.254,1.5,9.8,5.4,15.9,2.2,0.6,17.7,14.4,0.2,0.1,0.3,0.051,-3.4,0.5,-3,-0.1,
383,Monte Morris,30,IND,PG,6,0,65,7.2,0.414,0.4,0.2,1.6,10.2,5.7,19.7,0.7,1.4,8.4,15.2,-0.1,0,0,-0.015,-4.6,-1.7,-6.3,-0.1,
384,Jamir Watkins,24,WAS,SG,6,1,51,8.6,0.658,0.444,0.222,4.1,12.3,8.2,7.8,0,1.7,9.2,8.9,0.1,0,0.1,0.051,-4.1,-3.3,-7.4,-0.1,
385,Nolan Traoré,19,BRK,PG,4,0,35,2.2,0.354,0.667,0.222,0,3.5,1.6,19.8,2.8,0,16.8,14.6,-0.1,0,-0.1,-0.08,-8.2,-1.9,-10.1,-0.1,
386,Cam Thomas,24,BRK,SG,8,8,226,15,0.546,0.341,0.424,1.4,4.3,2.8,17.1,0.9,0.4,9.3,32.8,0.1,0,0.1,0.012,0.7,-3.9,-3.3,-0.1,
387,Buddy Hield,33,GSW,SG,23,0,422,10.6,0.523,0.652,0.098,3.8,9.7,6.7,13.3,2.5,0.2,12.3,19.5,-0.1,0.5,0.4,0.042,-2.9,0.2,-2.7,-0.1,
388,Lachlan Olbrich,22,CHI,C,4,0,31,-1.8,0.2,0.4,0,7,19.7,13.6,11.4,0,0,28.6,9.4,-0.1,0,-0.1,-0.087,-11.2,-0.4,-11.6,-0.1,
389,Bogdan Bogdanović,33,LAC,SG,9,2,231,9.3,0.514,0.627,0.173,1.5,13.7,7.7,18.7,1.5,0.4,13.9,17.8,0,0.1,0.1,0.013,-2.3,-0.7,-3,-0.1,
390,Ousmane Dieng,22,OKC,C,15,0,175,7.1,0.484,0.479,0.125,2.7,12.5,7.9,8.6,0.3,2.9,10.6,14.1,-0.1,0.3,0.2,0.061,-3.6,-0.3,-3.9,-0.1,
391,Adem Bona,22,PHI,C,17,3,273,10.8,0.583,0.075,0.6,10.4,14.9,12.7,1.4,1.1,8.7,19.2,9.6,0.1,0.4,0.5,0.087,-4.4,1.2,-3.2,-0.1,
392,Spencer Jones,24,DEN,SF,18,7,278,10,0.691,0.529,0.275,9.5,5.7,7.5,5.2,1.6,1,16.1,10.4,0.4,0.2,0.6,0.1,-1.5,-1.6,-3.1,-0.1,
393,Tristan Vukcevic,22,WAS,C,18,1,195,14.2,0.58,0.395,0.461,4.8,15.6,10.2,13,1.7,4,17.2,23.6,0,0.1,0,0.008,-2.7,-1,-3.7,-0.1,
394,Egor Dёmin,19,BRK,PG,20,13,457,10.1,0.509,0.677,0.089,2.6,14.5,8.2,23.6,1.8,1.4,16.7,18.5,-0.2,0.2,0,0.003,-2.2,-0.6,-2.7,-0.1,
395,Dylan Cardwell,24,SAC,C,3,1,33,2.6,0.363,0.167,0.333,6.5,10.5,8.4,0,2.9,8.3,22.5,11.4,-0.1,0,0,-0.06,-12.4,0.5,-11.9,-0.1,
396,Bronny James,21,LAL,SG,13,1,124,6.3,0.408,0.452,0.065,4.1,4.7,4.4,21.3,3.5,0.8,25.7,15,-0.2,0.1,-0.1,-0.028,-4.8,0.2,-4.6,-0.1,
397,Cody Martin,30,IND,SF,4,0,55,3.1,0.277,0.5,0.6,1.9,26.2,13.5,4.7,3.5,3.3,24,12.6,-0.2,0.1,-0.1,-0.091,-10,2,-8,-0.1,
398,Justin Edwards,22,PHI,SF,20,5,344,9.2,0.545,0.639,0.102,3.8,8,5.9,11.2,1.8,1.3,13.8,15.9,0,0.3,0.4,0.05,-2.9,-0.2,-3.1,-0.1,
399,Zeke Nnaji,25,DEN,PF,13,1,110,7.5,0.65,0.55,0.35,4.4,14.5,9.7,3.3,1.3,2.5,23.3,11.7,0,0.1,0.1,0.043,-4.2,-0.9,-5.1,-0.1,
400,Ariel Hukporti,23,NYK,C,14,2,102,6.7,0.509,0,0.364,13.6,21.6,17.4,6.9,0.5,5.1,38.5,8.5,0,0.1,0.1,0.04,-6,0.6,-5.4,-0.1,
401,Rasheer Fleming,21,PHO,PF,12,0,68,8.2,0.411,0.593,0.185,11.5,13.9,12.7,3.9,2.1,2.8,9.3,19.7,-0.1,0.1,0,0.008,-5.4,-1.7,-7.1,-0.1,
402,Moussa Cisse,23,DAL,C,17,1,179,12.8,0.578,0,0.794,13.6,21,17.3,2.4,1.1,8.8,22.1,13.9,0,0.3,0.3,0.082,-5.6,1.8,-3.8,-0.1,
403,Zach LaVine,30,SAC,SG,20,20,661,13.8,0.61,0.469,0.235,1,9.6,5.1,11.1,1.1,0.6,11.9,23.7,0.3,0.1,0.4,0.025,-0.3,-2.2,-2.6,-0.1,
404,Mouhamed Gueye,23,ATL,PF,24,3,421,11.6,0.547,0.43,0.149,7.7,16.6,12.2,7.9,1.7,3.5,11.7,14.7,0.1,0.6,0.7,0.077,-3.2,0.4,-2.8,-0.1,
405,Chris Youngblood,23,OKC,SG,17,0,89,7.4,0.535,0.833,0.292,2.7,15.2,9.3,5.6,0.5,0,3.6,13.7,0.1,0.1,0.2,0.119,-5,-1,-6,-0.1,
406,Bobby Portis,30,MIL,PF,24,2,522,14.4,0.575,0.391,0.077,5.8,23.5,14.8,8.9,0.9,0.2,10.1,22.6,0.1,0.4,0.6,0.051,-0.4,-2.3,-2.7,-0.1,
407,Khaman Maluach,19,PHO,C,11,0,49,5.4,0.555,0.3,0.8,4.6,16.9,10.5,2.6,0,7.8,27,15.8,-0.1,0.1,0,-0.008,-9.8,0.3,-9.6,-0.1,
408,Cameron Johnson,29,DEN,SF,21,21,622,10.9,0.595,0.519,0.227,3.3,9.2,6.4,9.4,1.2,0.9,11.2,15.4,0.7,0.3,1,0.077,-0.9,-1.8,-2.7,-0.1,
409,Brandon Williams,26,DAL,PG,22,9,474,12.7,0.475,0.317,0.361,3.1,9,6.1,28.8,3,0.9,14.8,25.1,-0.5,0.7,0.1,0.015,-3.3,0.5,-2.8,-0.1,
410,Nikola Jović,22,MIA,PF,17,1,316,9,0.505,0.491,0.333,3.7,16.7,10.5,17.6,1.3,2,19.5,19.8,-0.3,0.5,0.1,0.02,-4.1,0.9,-3.3,-0.1,
411,Jahmyl Telfort,24,LAC,PF,8,0,32,-5.4,0.087,1,1,0,10.6,5.4,3.8,1.5,0,14.8,9.2,-0.1,0,-0.1,-0.176,-12.3,-1.9,-14.2,-0.1,
412,Rui Hachimura,27,LAL,PF,21,21,692,11.6,0.644,0.41,0.171,2.9,10.5,6.9,3.4,0.8,0.6,8.9,15.5,0.8,0.3,1.1,0.075,-0.3,-2.3,-2.6,-0.1,
413,Kentavious Caldwell-Pope,32,MEM,SG,23,13,502,9.2,0.508,0.51,0.235,1.9,9.4,5.7,19.1,1.4,0.9,15,16.1,-0.1,0.4,0.4,0.035,-2.8,0,-2.8,-0.1,
414,Will Riley,19,WAS,SF,15,0,141,10.9,0.529,0.293,0.244,7.4,12.7,10,12.8,1.3,0,13.4,15.5,0,0,0,0.005,-2.2,-2.7,-4.8,-0.1,
415,Gradey Dick,22,TOR,SG,24,0,395,10.6,0.552,0.55,0.29,2.6,10.7,6.7,5.3,1.9,0.5,6.9,17,0.2,0.5,0.6,0.077,-2.7,-0.4,-3.1,-0.1,
416,Kris Murray,25,POR,SF,21,2,522,8.2,0.518,0.406,0.17,7.7,9,8.3,5.8,2.2,0.7,14.9,10.2,0.1,0.3,0.5,0.042,-3.1,0.3,-2.8,-0.1,
417,Cam Christie,20,LAC,SG,16,0,184,10.5,0.484,0.475,0.459,5,17.2,11.2,7,1.6,1,7.6,18.9,0,0.1,0.1,0.018,-2.8,-1.5,-4.3,-0.1,
418,Drew Peterson,26,CHO,PF,4,0,53,1.1,0.168,0.786,0.143,4.4,10.6,7.5,4.8,2.7,1.6,0,11.8,-0.2,0,-0.1,-0.098,-8.8,-1.2,-10,-0.1,
419,Tyson Etienne,26,BRK,PG,8,0,34,-1.2,0.4,0.867,0,0,0,0,4.4,0,0,6.3,20.2,-0.1,0,-0.1,-0.144,-8.9,-5.7,-14.5,-0.1,
420,Brook Lopez,37,LAC,C,17,0,245,10,0.541,0.681,0.117,1.9,13.4,7.7,5.6,1,5.5,11.6,20,-0.2,0.2,0,-0.002,-2.9,-1,-3.8,-0.1,
421,Guerschon Yabusele,30,NYK,C,21,0,213,8.2,0.488,0.656,0.131,7,17.9,12.3,5.3,0.7,2,8.5,13.8,0,0.2,0.3,0.057,-3.2,-0.9,-4.1,-0.1,
422,Yang Hansen,20,POR,C,12,0,81,5.7,0.381,0.4,0.286,6.3,18,11.9,13.7,0,5.5,15.1,22.8,-0.2,0.1,-0.1,-0.088,-6.8,-0.8,-7.6,-0.1,
423,Bobi Klintman,22,DET,SF,6,0,53,4.1,0.381,0.524,0.143,10.5,22.4,16.5,9.9,1.8,0,18.3,21.1,-0.2,0.1,-0.1,-0.067,-8.6,-2.1,-10.7,-0.1,
424,Taylor Hendricks,22,UTA,PF,12,3,164,9.4,0.447,0.426,0.213,11.1,16.9,14,5,1.4,1.8,10.5,14.3,-0.1,0.1,0,0.004,-2.7,-2.2,-4.9,-0.1,
425,Amir Coffey,28,MIL,SG,17,0,138,6.4,0.535,0.435,0.13,3.4,8.2,5.8,7.2,0,0.7,3.9,8.1,0.1,0,0.1,0.044,-3.1,-2.3,-5.4,-0.1,
426,KJ Simpson,23,CHO,PG,10,0,136,7.4,0.441,0.38,0.2,2.5,13.2,8,26.1,3.6,0,24.9,22.3,-0.4,0.1,-0.2,-0.074,-5.9,0.5,-5.5,-0.1,
427,Jordan Poole,26,NOP,PG,7,4,212,11.1,0.535,0.596,0.323,1.5,5,3.2,16.8,0.5,1,11.7,25.3,0.1,-0.1,0,-0.004,-0.7,-3.6,-4.3,-0.1,
428,Johnny Furphy,21,IND,SG,5,0,69,1.5,0.5,0.5,0,1.5,12.9,6.9,1.9,1.4,0,28.6,8.4,-0.1,0,-0.1,-0.04,-8.2,-0.7,-9,-0.1,
429,Taelon Peter,23,IND,SG,15,0,106,4.1,0.385,0.931,0.172,3.8,12.5,8,17.8,0.9,1.7,22.4,15.8,-0.2,0.1,-0.2,-0.078,-5.2,-1.3,-6.5,-0.1,
430,Terance Mann,29,BRK,SG,20,20,527,11,0.544,0.407,0.236,6.2,8.6,7.3,20,1.3,0.5,12,14.3,0.6,0.1,0.7,0.06,-2,-1,-2.9,-0.1,
431,Jabari Walker,23,PHI,PF,21,5,284,11.2,0.573,0.41,0.192,10,18.6,14.3,6.3,0.5,1.9,11.5,14.1,0.3,0.3,0.6,0.096,-2.6,-1.1,-3.7,-0.1,
432,GG Jackson II,21,MEM,PF,8,0,54,5.1,0.313,0.429,0.321,6,21.8,13.9,5.2,3.5,1.8,5.9,26.2,-0.2,0.1,-0.1,-0.13,-9.7,-1.5,-11.2,-0.1,
433,Isaiah Collier,21,UTA,PG,14,1,300,12.3,0.619,0.188,0.681,1.1,9.6,5.3,35.1,1.1,1.6,25.7,16.4,0.3,0,0.3,0.048,-1.8,-1.8,-3.7,-0.1,
434,Tony Bradley,28,IND,C,21,3,248,14.2,0.622,0.014,0.414,14,9.8,12,8.1,0.4,1.4,9.8,15.4,0.5,0.1,0.6,0.123,-2.1,-1.9,-4.1,-0.1,
435,AJ Johnson,21,WAS,SG,9,0,43,-0.5,0.254,0.25,0.333,4.9,9.8,7.3,11.5,0,0,12.7,15.3,-0.1,0,-0.2,-0.183,-9.1,-4.8,-13.9,-0.1,
436,Julian Strawther,23,DEN,SG,9,0,71,7.6,0.462,0.533,0.433,0,21,11.1,7.2,0,1.3,7.7,23.2,-0.1,0,0,-0.025,-6.2,-3.1,-9.3,-0.1,
437,Johni Broome,23,PHI,C,6,0,39,2.4,0.23,0.15,0.2,16.8,19.8,18.3,13.6,2.5,0,8.4,25.5,-0.2,0.1,-0.1,-0.174,-10.4,-5,-15.4,-0.1,
438,Jericho Sims,27,MIL,C,18,2,241,10.9,0.843,0,0.269,11.6,20.3,16,6.3,0.6,2,30.9,7.7,0.4,0.2,0.5,0.109,-3.4,-0.9,-4.3,-0.1,
439,Jeremiah Fears,19,NOP,PG,23,21,639,14.2,0.54,0.26,0.253,2.5,11.9,6.9,17,2.6,0.7,13.6,25.6,-0.2,0.2,0,0.003,-1.5,-1.3,-2.9,-0.1,
440,Gabe Vincent,29,LAL,PG,11,6,248,5.8,0.536,0.784,0.137,2,3.3,2.7,10.1,1.2,0.4,10,10.5,0.1,0.1,0.2,0.042,-3.2,-1.1,-4.3,-0.1,
441,Tyrese Proctor,21,CLE,PG,18,0,223,9.6,0.494,0.656,0.226,1.4,9.9,5.6,15.2,1.3,0,6.4,20.2,0.1,0.2,0.3,0.054,-3.3,-1.3,-4.6,-0.1,
442,Dennis Schröder,32,SAC,PG,18,12,525,11.9,0.495,0.391,0.198,1.6,12.8,7,29.2,1.4,0.7,13.5,21.1,-0.2,0.1,0,-0.004,-1.6,-1.5,-3.1,-0.1,
443,Tyrese Martin,26,BRK,SG,22,6,467,10.8,0.487,0.57,0.128,5.3,13.4,9.1,18.5,1.7,0.6,11.7,18.9,-0.1,0.2,0.1,0.005,-1.9,-1.4,-3.3,-0.2,
444,RayJ Dennis,24,IND,PG,13,0,168,6.8,0.421,0.528,0.125,4.8,8.6,6.6,22.8,0.9,2.1,15.6,22.3,-0.3,0.1,-0.2,-0.07,-3.8,-1.7,-5.6,-0.2,
445,Sion James,23,CHO,SG,23,13,601,8.2,0.588,0.628,0.31,1.9,11.6,6.8,7.8,1.4,1.6,14.6,10.5,0.3,0.4,0.6,0.051,-3.2,0.2,-3,-0.2,
446,Liam McNeeley,20,CHO,SF,17,0,234,7.7,0.541,0.639,0.344,3.9,15.4,9.7,8.1,0.6,0.7,12.5,14.4,0.1,0.1,0.2,0.04,-3.5,-1.1,-4.6,-0.2,
447,Jared McCain,21,PHI,SG,13,0,239,8.7,0.482,0.531,0.061,0.9,11.1,6,13.7,2.2,0,10.7,19.8,-0.2,0.2,0,0.01,-4.1,-0.7,-4.8,-0.2,
448,Chris Paul,40,LAC,PG,16,0,228,8.1,0.413,0.536,0.036,3.1,10.9,7,31.5,2.4,0,22,14,-0.1,0.1,0,-0.002,-4.1,-0.7,-4.8,-0.2,
449,Terrence Shannon Jr.,25,MIN,SG,13,0,186,7.2,0.574,0.48,0.42,1.8,10.6,6.3,7.7,1,0,16.8,16.1,0,0.2,0.1,0.034,-4.7,-0.8,-5.5,-0.2,
450,Rayan Rupert,21,POR,SG,16,0,120,3.3,0.417,0.519,0.148,2.6,20.6,11.2,4.3,2.4,0.7,21.8,12.2,-0.2,0.1,-0.1,-0.04,-7.6,0.3,-7.4,-0.2,
451,Yves Missi,21,NOP,C,16,6,326,13.9,0.56,0,0.316,17.1,14.2,15.7,8.6,0.4,5.8,17.2,13.4,0.3,0,0.4,0.055,-1.9,-2.1,-4,-0.2,
452,Jordan Clarkson,33,NYK,SG,22,0,439,11.9,0.544,0.479,0.188,5.1,6.1,5.6,12.8,1,1.2,10.7,22.1,0.3,0.3,0.6,0.068,-1.6,-1.9,-3.5,-0.2,
453,Cam Whitmore,21,WAS,SF,21,0,354,13.7,0.528,0.331,0.183,5.6,11.6,8.6,6.7,2,2,9,23.7,-0.1,0,-0.1,-0.012,-1.5,-2.4,-3.8,-0.2,
454,Gui Santos,23,GSW,PF,16,1,122,6,0.504,0.684,0.158,9.7,11.8,10.7,7.1,1.6,0.7,21.3,17.9,-0.2,0.1,0,-0.013,-6.3,-1.2,-7.5,-0.2,
455,Zaccharie Risacher,20,ATL,SF,21,21,524,11.5,0.536,0.466,0.144,2.8,9,5.9,8.3,2,2.3,7.1,19.3,0,0.6,0.5,0.048,-2.9,-0.5,-3.4,-0.2,
456,Drew Eubanks,28,SAC,C,22,11,340,12.1,0.612,0.023,0.386,5.7,17,11.1,3.4,1.7,4.6,16.9,15.5,0,0.3,0.2,0.029,-3.9,-0.2,-4.1,-0.2,
457,Caleb Martin,30,DAL,SF,21,0,199,4.2,0.333,0.351,0.216,5.9,11.5,8.7,12.3,2.4,1.3,16.5,10.3,-0.2,0.3,0,0.008,-7.5,1.9,-5.6,-0.2,
458,Matas Buzelis,21,CHI,PF,22,22,632,12.7,0.571,0.424,0.277,4.5,16.6,10.7,8.1,1.3,4.2,14.7,20.6,-0.1,0.6,0.5,0.039,-2.8,-0.3,-3.1,-0.2,
459,Nigel Hayes-Davis,31,PHO,SF,17,0,152,4,0.352,0.333,0.056,6.6,10.1,8.3,5,2.2,0.6,14,11.8,-0.2,0.1,-0.1,-0.025,-6.5,-0.7,-7.2,-0.2,
460,Ace Bailey,19,UTA,SF,22,13,502,11.1,0.553,0.458,0.115,6.9,9.3,8.1,10.7,1.7,1.3,12.6,18.8,0.1,0.1,0.2,0.02,-1.9,-1.7,-3.6,-0.2,
461,Bruce Brown,29,DEN,SG,22,0,520,9.4,0.52,0.284,0.239,5.1,12.5,9,9.5,1.8,1.1,11.9,13.8,0.2,0.4,0.6,0.06,-2.9,-0.6,-3.5,-0.2,
462,Carter Bryant,20,SAS,PF,17,0,134,4.9,0.424,0.574,0.064,5.1,19,12.1,1,1.4,1.3,11,17.2,-0.2,0.2,-0.1,-0.027,-6,-2,-7.9,-0.2,
463,Ben Saraf,19,BRK,SG,11,5,183,6.8,0.479,0.537,0.278,3,8.7,5.7,24.3,2.2,1.5,26.6,19.4,-0.4,0.1,-0.3,-0.072,-4.8,-1.5,-6.3,-0.2,
464,Larry Nance Jr.,33,CLE,PF,16,2,240,6.4,0.43,0.508,0.046,5.7,14.8,10.2,10.6,1.8,1.5,11.9,13,-0.1,0.3,0.2,0.03,-5.8,0.4,-5.3,-0.2,
465,Bilal Coulibaly,21,WAS,SG,12,12,326,9.4,0.498,0.451,0.385,1.9,13.5,7.7,14.7,2.2,3.2,17.1,16.4,-0.2,0.1,-0.1,-0.021,-4.4,-0.1,-4.5,-0.2,
466,Darius Garland,26,CLE,PG,8,8,223,10.7,0.485,0.465,0.257,2.9,8,5.4,32.1,0.9,0.4,16.4,24.9,-0.1,0.1,0.1,0.015,-2.2,-3.4,-5.6,-0.2,
467,Cole Anthony,25,MIL,PG,22,0,355,11.2,0.471,0.294,0.125,3.3,15.7,9.6,37.3,2,1.9,20.7,26.3,-0.6,0.4,-0.2,-0.031,-3.8,-0.7,-4.5,-0.2,
468,Kobe Sanders,23,LAC,SG,15,3,304,8.3,0.571,0.536,0.286,3.1,8.6,5.8,9.8,1.6,0.6,17.5,16.5,0,0.1,0.1,0.01,-3.9,-1.1,-5,-0.2,
469,Nick Richards,28,PHO,C,22,2,215,12.1,0.56,0,0.467,15.1,23.6,19.2,4.5,0.5,4.9,21.7,17.9,0,0.3,0.2,0.051,-5,-1.2,-6.2,-0.2,
470,Khris Middleton,34,WAS,SF,16,16,413,11.9,0.566,0.294,0.191,4.8,12.2,8.5,19.6,1.3,1.3,16.4,17.8,0.2,0,0.1,0.014,-2.3,-2,-4.3,-0.2,
471,Ja Morant,26,MEM,PG,12,12,345,12.8,0.477,0.308,0.354,1.9,11.1,6.5,41.4,1.7,0.3,16.6,32.7,-0.5,0.3,-0.2,-0.022,-2.5,-2.2,-4.7,-0.2,
472,Isaac Okoro,25,CHI,SG,15,15,373,8.6,0.576,0.48,0.204,4.9,6.3,5.6,8.5,0.7,2.3,12.3,13.6,0.2,0.1,0.3,0.043,-3.3,-1.3,-4.6,-0.2,
473,Caleb Love,24,POR,SG,15,0,268,8.5,0.433,0.613,0.102,3.8,13.4,8.4,15.4,1.2,0,7.1,22.9,-0.2,0.1,-0.1,-0.011,-3.2,-2.5,-5.7,-0.3,
474,Jonathan Kuminga,23,GSW,PF,16,12,415,11.8,0.545,0.283,0.313,6.8,19.7,13.2,15.9,0.6,1.1,18.2,23.5,-0.3,0.5,0.2,0.021,-3,-1.4,-4.4,-0.3,
475,Patrick Williams,24,CHI,PF,21,1,440,8.4,0.507,0.546,0.191,3.5,12,7.9,7.8,2,1.2,12.6,16.5,-0.3,0.4,0,0.005,-3.7,-0.7,-4.3,-0.3,
476,Sidy Cissoko,21,POR,SF,18,9,326,6.2,0.518,0.553,0.237,3.8,8.6,6.1,9.8,1.3,0.5,15.2,12.1,0,0.1,0.2,0.022,-4.6,-0.7,-5.3,-0.3,
477,Rob Dillingham,21,MIN,PG,20,0,205,7.9,0.411,0.227,0.148,2.2,10.2,6.3,25.9,3.5,0.4,17.6,23.4,-0.5,0.3,-0.2,-0.042,-7.3,0.2,-7.1,-0.3,
478,Ochai Agbaji,25,TOR,SG,16,1,216,4.8,0.411,0.352,0.185,3.2,12.3,7.8,6.9,1.6,0.9,7.9,12.4,-0.2,0.2,0,0.011,-6.7,-0.3,-7,-0.3,
479,Nique Clifford,23,SAC,SG,18,2,291,6.3,0.447,0.463,0.269,4.1,13.1,8.4,13.2,1.1,1.6,12.8,12.6,-0.2,0.1,-0.1,-0.012,-5,-0.6,-5.6,-0.3,
480,Jeremiah Robinson-Earl,25,IND,PF,17,3,300,8.9,0.443,0.398,0.169,10.9,20.7,15.6,5.6,1.1,0.3,10.1,13.7,-0.1,0.2,0.2,0.026,-3.6,-1.9,-5.6,-0.3,
481,Tre Johnson,19,WAS,SG,15,4,364,10,0.565,0.521,0.11,2,11,6.5,8.1,0.8,1.7,13.6,20.3,-0.2,-0.1,-0.3,-0.036,-1.9,-3.1,-5,-0.3,
482,Micah Peavy,24,NOP,SG,19,1,314,9,0.465,0.32,0.144,7.4,10.2,8.7,9.4,1.8,0.7,8,14.9,0,0,0,0.003,-3.8,-1.6,-5.5,-0.3,
483,Bradley Beal,32,LAC,SG,6,6,121,5,0.476,0.396,0.167,1.9,2.8,2.4,12.4,1.2,0,14.9,21.9,-0.2,0,-0.2,-0.087,-6.7,-4.2,-10.9,-0.3,
484,Ziaire Williams,24,BRK,SF,19,2,444,9.3,0.547,0.72,0.26,3.7,10.2,6.7,4.9,1.6,1.9,11.6,18.3,-0.1,0.2,0.1,0.006,-3.1,-1.7,-4.7,-0.3,
485,John Collins,28,LAC,PF,23,14,620,12.6,0.573,0.306,0.239,6,15,10.5,4,1.4,2.3,12.5,19.8,0.1,0.4,0.4,0.033,-2.4,-1.7,-4.1,-0.3,
486,Cody Williams,21,UTA,SG,12,0,149,0,0.335,0.5,0.083,2.2,5.2,3.7,5.2,1,1.3,11.8,11.6,-0.3,0,-0.3,-0.099,-8.4,-2.9,-11.3,-0.3,
487,Jalen Wilson,25,BRK,PF,17,0,256,5.6,0.51,0.684,0.266,0.8,7.7,4.1,6.4,0.8,0,10.2,16.5,-0.1,0,-0.2,-0.03,-4.5,-2.7,-7.2,-0.3,
488,Ben Sheppard,24,IND,SG,22,11,549,7.3,0.46,0.599,0.129,3.3,14.5,8.7,11,1.2,0.5,8.8,12.9,-0.2,0.4,0.2,0.018,-4,-0.4,-4.4,-0.3,
489,Jordan Hawkins,23,NOP,SG,19,0,297,6.4,0.447,0.55,0.108,2.5,10.8,6.4,8.5,0.5,0.7,7.2,17.6,-0.3,-0.1,-0.3,-0.054,-3.4,-3.4,-6.8,-0.4,
490,Herbert Jones,27,NOP,SF,16,16,484,7.9,0.503,0.489,0.163,3.3,11,6.9,10.5,2.3,0.9,14.7,15.3,-0.2,0.1,-0.1,-0.013,-4.3,-0.8,-5.1,-0.4,
491,Tre Mann,24,CHO,PG,18,1,370,7.4,0.459,0.511,0.075,3.7,11.5,7.7,19.7,1.4,0.5,15.9,24.2,-0.7,0.2,-0.5,-0.059,-4.6,-2.1,-6.7,-0.4,
492,Gary Trent Jr.,27,MIL,SG,24,14,665,8.1,0.548,0.722,0.136,0.3,5.1,2.8,8.7,1.5,0.3,8.7,15.2,0,0.3,0.3,0.02,-3.1,-1.6,-4.7,-0.5,
493,Jarace Walker,22,IND,PF,23,12,607,7.5,0.471,0.507,0.263,2.2,18.4,10,12.2,1.1,1.5,15.9,19.4,-1,0.5,-0.5,-0.036,-4.1,-1.1,-5.2,-0.5,
494,Bub Carrington,20,WAS,PG,21,5,528,5,0.461,0.51,0.126,1.6,12.9,7.2,20.8,0.8,0.3,23.7,15.6,-0.8,-0.1,-0.9,-0.084,-5.4,-2.8,-8.2,-0.8,
,League Average,,,,,,,,0.583,0.416,0.28,5.2,14.8,10,16.2,1.7,1.8,12.5,19.9,,,,,,,,,
